x,y
537183.64,6581636.53
537211.28,6581627
537287.32,6581647.21
537358.37,6581602.04
537331.85,6581577.36
537373.51,6581544.61
539721.5,6582615.5
539765.74,6582551.65
539745.06,6582459.52
539760.88,6582514.88
539782.8,6582535.73
539786.18,6582416.98
539788.43,6582476.42
539818.2,6582426.37
539831.05,6582357.09
539350,6583699
539397.33,6583746.77
539023.96,6583531.33
539002.01,6583540.12
539047,6583579
539157.33,6583572.8
539217.98,6583637.1
539368.75,6583640.53
539419.35,6583659.75
539264.34,6583630.81
539482.3,6583681.65
539287.7,6583635.91
539277.28,6583647.04
539516.2,6583695.78
539516.2,6583695.78
539317.21,6583648.44
539406.09,6583686.65
539444.89,6583696.48
539467.75,6583708.26
538403.77,6581636.05
538437.48,6581564.01
538459,6581511
538369.25,6581621.34
538398,6581533.41
538334.26,6581587.96
538329.41,6581542.51
538264.84,6581538.27
538305.78,6581490.85
538221.55,6581488.67
538259.81,6581466.74
538191.9,6581464.42
538230.26,6581397.93
538239.11,6581414.12
538150.28,6581431.71
538182.08,6581363.89
538092.68,6581377.56
538125.13,6581364.76
538108.18,6581345.7
538025.3,6581334.27
538091.27,6581335.79
538005.85,6581354.02
538065.8,6581316.75
537979.88,6581306.17
538046.76,6581304.9
538030.98,6581294.54
537939.7,6581279.11
538014.27,6581281.45
537994.92,6581272.19
537861.87,6581235.91
540805.52,6583622.13
540777.91,6583608.87
540661.19,6583514.92
540696.94,6583604.22
536621.25,6580763.48
536624.12,6580788.79
536593.53,6580771.73
536599.39,6580795.28
536558.52,6580779.84
536567.4,6580804.94
536535.08,6580785.89
536526.44,6580814.72
536496.49,6580819.53
536465.63,6580829.29
536361.22,6580787.44
536340.1,6580786.45
536416.64,6580819.24
536380.51,6580819.79
536300.11,6580784.36
536357.58,6580814.7
536311.87,6580815.03
536280.94,6580810.6
536177.62,6580758.95
536151.74,6580753.14
538985.55,6582677.19
537017.44,6582112.47
537050.98,6582105.53
537139.26,6582066.67
537175.64,6582040.56
537169.17,6581983.44
537291.91,6581988.76
537394.32,6581959.13
537211.2,6581956.55
537440.73,6581967.02
537246.05,6581954.99
537569.75,6581948.47
537591.27,6581954.41
537629.68,6581939.88
537661.54,6581949.57
537694.95,6581990.05
537705.19,6582011.41
537719.31,6581936.94
537737.55,6582009.14
537793.48,6581940.85
537800.74,6581988.67
537788.72,6582008.68
537835.69,6581945.26
537570.86,6581886.11
538900.97,6583503.37
538909.13,6583486.82
538847.87,6583487.1
538926.67,6583462.23
538942.16,6583469.96
538942.16,6583469.96
538939.66,6583431.71
538948.13,6583408.75
538972.03,6583429.97
538898.33,6583421.64
538979.54,6583384.71
538914.98,6583378.43
540631.84,6581938.26
540658.53,6581828.25
540649.28,6581791.61
540621.63,6581873.48
540865.46,6582810.85
540918.62,6582832.9
540929.15,6582870.27
539293.17,6583611.67
539293.17,6583611.67
539328.7,6583598.24
539317.97,6583625.43
539278.79,6583676.35
539306.19,6583689.14
539294.1,6583730.69
538974.32,6582456.21
539033.9,6582320.77
539040.06,6582287.93
539045.2,6582234.14
539045.2,6582234.14
538968.45,6582241.33
539103.65,6582196.33
538987.1,6582217.13
539120.16,6582176.86
538983.86,6582179.7
539020.01,6582191.96
539066.15,6582117.74
539028.96,6582139.58
539034.17,6582110.7
539031.88,6582010
539035.78,6582075.23
539041.54,6582053.86
539100.95,6581987.98
539077.2,6582007.89
539025.25,6581972.24
538968.39,6581982.4
539096.76,6581933.87
539071.09,6581927.32
539011.8,6581899.49
539041.15,6581833.04
539000.21,6581867.22
543019.85,6581336.72
543028.38,6581380.36
543055.58,6581366.66
543041.38,6581397.84
543082.02,6581390.71
536180.88,6581725.96
536168.79,6581781.11
536117.28,6581736.41
536139.31,6581765.54
536149.36,6581806.39
536099.41,6581766.98
536100.48,6581809.77
536067.76,6581771.81
536033.64,6581777.77
535962.52,6581833.17
535944.99,6581855.97
535745.37,6580886.61
535736.65,6580938.03
535812.2,6580993.16
535761.51,6580943.87
535769.24,6580975.93
535828.15,6581052.3
535776.86,6581005.7
535827.76,6581081.21
535853.2,6581067.92
535776.37,6581086.89
535806.03,6581145.75
535796.32,6581130.01
535908.47,6581210.62
535784.53,6581216.23
535828.19,6581228.71
535901.45,6581345.46
535838.3,6581260.43
535858.17,6581331.53
535928.41,6581392.88
535923.81,6581410.76
535855.41,6581359.91
535863.96,6581392.8
535925.57,6581462.42
535953.68,6581538.22
535873.1,6581454.16
535892.84,6581527.73
535982.76,6581604.64
535915.11,6581586.06
536004.53,6581646.33
535927.74,6581618.4
535994.15,6581698.38
535931.05,6581647.27
535912.57,6581685.06
535939.56,6581666.03
536010.69,6581780.49
535935.94,6581741.28
535956.63,6581763.32
535986.57,6581883.07
536090.05,6582060.5
535965.89,6581918.93
535969.93,6581950.74
535999.26,6581902.28
536010.93,6581961.53
536111.38,6582168.13
536022.59,6581991.21
536133.12,6582203.73
536011.55,6582026.16
536140.34,6582243.42
536029,6582047.46
536133.23,6582269.47
536171.12,6582297.96
536050.92,6582107.15
536184.04,6582426.34
536079.23,6582194.2
536090.69,6582232.67
536065,6582237
536211.08,6582519.6
536084.72,6582260.65
536079.87,6582295.15
536239.68,6582627.25
536103.8,6582317.94
536077.61,6582331.1
536247.26,6582673.19
536097.36,6582355.25
536109.08,6582382.44
536132.95,6582424.36
536142.89,6582444.34
536285.16,6582870.27
536183.14,6582622.81
536187.89,6582645.2
536199.22,6582680.69
536212.64,6582703.48
536234.34,6582783.88
536195.79,6582793.98
536242.65,6582835.11
536225.51,6582854.06
536369.14,6583495.88
536409.81,6583522.04
536412.81,6583544
536423.27,6583571.71
536424.35,6583614.85
536439.28,6583641.61
536400.69,6583704.17
540060.08,6583495.62
540068.2,6583549.44
540014.95,6583556
540010.57,6583526.96
540010.47,6583501.62
540034.14,6583485.36
540061.4,6583368.09
540054.21,6583333.32
540038.09,6583434.59
540029.1,6583374.78
540026.5,6583343.36
540026.87,6583193.78
540001.16,6583248.84
539996.43,6583227.66
539962,6583141
540015.68,6583118.68
539959.83,6583116.04
540220.52,6582695.16
540268.39,6582748.32
540282.05,6582699.34
540415.86,6582720.5
540520.95,6582779.39
540542.45,6582801.44
540855.13,6582935.41
540885,6582938.03
540701.49,6582884.55
540834.01,6582912.86
540893.64,6582913.54
540929.55,6582913.38
540704.98,6583099.6
540731.56,6583097.41
540724.14,6583036.25
539217.6,6582289.17
539191.88,6582268.73
539226.29,6582259.34
539184.56,6582245.23
539228.32,6582234.82
539151.94,6582183.75
539232.43,6582202.59
539190.79,6582146.12
539237.24,6582130.22
535431.51,6581704.47
535418.72,6581687.38
535431.35,6581725.81
535770.21,6582816.06
535442.08,6581757.65
536218.76,6583055.24
536275.73,6583076.13
535449.89,6581782.58
535461.65,6581821.39
535493.32,6581825.87
535505.82,6581855.73
535484.1,6581894.13
535474.96,6581888.77
535479.72,6581913.94
535524.4,6581900.72
535489.32,6581945.92
535531.03,6581932.64
535494.47,6581967.22
535533.98,6582126.77
535581.36,6582124.05
535558.64,6582151.76
535580.06,6582306.94
535607.14,6582341.29
536033.1,6582838.37
536004.81,6582810.24
536124.13,6582920.63
536652.68,6582446.35
536609.2,6582483.33
536625.84,6582426.65
536540.55,6582466.9
536520.91,6582461.02
536507.07,6582454.73
536474.23,6582438.72
541313.43,6583960.56
541359,6583931.14
541292.92,6583895.12
541300.15,6583853.18
541343.92,6583848.2
541350.02,6583787.21
541305.14,6583773.24
541375.5,6583800.68
541300.84,6583706.52
541305.98,6583685.07
541315.28,6583661.45
541264.47,6583068.89
541258.88,6582990.57
541469.08,6582723.23
536546.01,6583007.52
536389.33,6583056.84
536382.88,6583024.76
537773.38,6581747.84
537803.37,6581780.84
537817.17,6581760.36
537807.8,6581704.97
537750.76,6581684.08
537795.54,6581674.34
537852.49,6581721.41
537850.06,6581643.26
537879.63,6581661.6
537868.52,6581620.79
537918.03,6581530.72
537958.44,6581556.46
537969.92,6581530.64
538014.04,6581477.47
538014.04,6581477.47
537977.53,6581453.69
538005.03,6581410.55
538030.86,6581369.27
538045.34,6581348.23
538068.42,6581367.64
540680.25,6582659.19
540723.57,6582705.2
540718.13,6582713.86
540726.14,6582750.94
535624.25,6579561.1
535593.09,6579604.31
535555.59,6579579.47
535549.03,6579613.2
535294.26,6579702.73
535342.4,6579693.68
535383.62,6579679.55
535397.92,6579752.3
535276.29,6579731.48
535381.82,6579721.09
535253.84,6579746.98
535231,6579704
535351.01,6579730.37
535224.73,6579767.47
535203.85,6579782.18
535178.35,6579801.85
535157.86,6579816.77
535226,6579821
535057.55,6579881.21
535022.29,6579908.6
534992.22,6579933.05
536023.51,6581210.86
536039.75,6581256.98
535989.21,6581233.16
535962.87,6581239.5
535952.5,6581312.72
535822.76,6581327.72
535771.2,6581356.75
535883.22,6581268.46
535678.85,6581361.95
535800.79,6581266.61
535787.08,6581268.25
535781.07,6581302.48
535743.2,6581314.52
535553.03,6581360.75
535516.81,6581358.1
535636.25,6581325.84
535510.93,6581316.73
535479.51,6581320.14
537360.86,6583754.86
537376.44,6583779.38
537382.88,6583728.28
537396.96,6583746
537355,6583826
537408.99,6583801.06
537376.38,6583842.01
537406.17,6583873.17
536318.79,6582439.44
536302.91,6582472.07
536285.37,6582435.57
536211.69,6582485.84
540596.35,6581694.46
540706.89,6581740.18
540684.9,6581777.66
540690.57,6581820.07
540587.44,6581813.64
539369.87,6583342.87
539381.61,6583312.18
539338.56,6583268.66
539440.56,6583276.98
539447.83,6583300.61
539421.13,6583243.84
539407.15,6583260.17
539493.98,6583280.14
540443.07,6583573.32
540462.71,6583540.87
540495.44,6583521.51
540454.5,6583485.06
540436.47,6583472.23
540567.17,6583418.31
540567.17,6583418.31
540483.14,6583447.43
540541.12,6583389.28
539802.88,6583659.65
539684.53,6583753.66
539793.68,6583691.53
539690.73,6583787.58
539788.92,6583708.55
539763.8,6583698.17
539730.46,6583800.57
539800.66,6583488.75
539782.43,6583484.6
539786.21,6583458.2
537341.81,6582424.77
537294.91,6582425.72
537190.14,6582504.18
537195.81,6582518.37
537064.43,6582696.06
537046.39,6582607.59
536984.2,6582703.85
537000.18,6582638.11
536895.34,6582584.82
540689.96,6582341.21
540720.27,6582338.43
540642.74,6582302.3
540712.35,6582291.23
540716.54,6582269.29
540598.68,6582105.51
540659.73,6582037.05
540558.52,6581859.67
540522,6581849.15
540546.51,6581824.77
540606.78,6581518.45
540641.76,6581373.92
540457.48,6581161.42
540437.92,6581147.94
540325.6,6581157.07
540291.91,6581143.85
540265.64,6581151.32
540050.59,6582393.59
540073.9,6582302.48
540108.82,6582266.48
540096.44,6582202.76
540103.52,6582164.05
540110.96,6582126.34
540110.05,6582059.35
540091.52,6582068.24
540081.9,6582010.81
540051.88,6582071.29
540030.02,6582108.55
537583.16,6581536.13
537603.59,6581507.58
537668.38,6581447.6
537714.7,6581401.97
539137.69,6583610.47
539105.44,6583660.78
539168.57,6583633.75
539179.31,6583673.57
539264.8,6583700.11
539192.15,6583710.81
539220.24,6583719.5
539237.65,6583753.83
539781.06,6583100.84
539785.64,6583020.34
539748.33,6583032.24
537043.96,6581108.4
537013.45,6581126.8
537029.34,6581099.19
536988.15,6581118.45
536964.5,6581107.93
536952.82,6581069.55
536941.12,6581093.26
543402.37,6581171.65
543364.16,6581166.37
543381.7,6581194.11
543347.33,6581185.41
543350.85,6581218.28
543325.81,6581198.53
543276.28,6581150.13
543285.18,6581055.49
543315.73,6581028.62
543336.1,6581097.83
543349.74,6581116.78
543380.63,6581148.52
540850.13,6583862.76
540838.67,6583815.3
540857.42,6583770.25
540820.81,6583704.67
540812.04,6583733.01
540753.81,6583674.77
540741.84,6583749.04
540694.42,6583634.42
540650.03,6583598.15
540704.97,6583696.23
540609.2,6583563.67
540678.36,6583680.44
540678.36,6583680.44
540658.7,6583655.14
540570.86,6583510.61
540611.1,6583609.64
540519.37,6583473.19
540549.29,6583575.29
540536,6583542.31
540460.5,6583427.66
540395.13,6583426.28
540353.02,6583361.36
540272.65,6583289.42
540252.23,6583326.51
540230.51,6583301.14
538487.28,6583342.82
538466.97,6583362.48
538740.14,6583419.35
538738.15,6583422.82
538732.14,6583371.84
540470.29,6581904.87
540493.32,6581887.63
540463.19,6581882.64
540482.92,6581851.51
541092.16,6582247.46
541082.55,6582212.58
541030.82,6582208.07
541065.57,6582258.38
541090.46,6582350.46
541059.87,6582349.01
541126.56,6582313.98
537828.68,6582031.55
537800.35,6582027.94
537866.98,6581986.03
537863.87,6582010.87
537833.7,6582002.73
542948.05,6581439.9
542932,6581475
542973,6581501
542971.97,6581465.13
543015.72,6581472.76
543037.17,6581451.71
540662.25,6583769.29
540603.66,6583776.5
540608.04,6583749.26
540642.94,6583691.29
540604.2,6583724.4
540610.76,6583695.01
540604.43,6583669.73
540580.65,6583653.53
539247.48,6583476.7
539210.37,6583522.9
538832.1,6583371.44
538806.65,6583360.32
538800.97,6583401.36
538827.59,6583396.86
540993.73,6583623.85
541035.21,6583656.63
540986.17,6583694.5
541038.84,6583692
541041.53,6583725.18
535089.97,6580482.49
535055.17,6580477.37
536817.01,6580832.89
536774.75,6580809.22
536909.02,6580872.4
536773.05,6580746.66
536770.45,6580699.41
536799.48,6580803.19
536876.89,6580780.29
536891.65,6580765.85
536915.87,6580769.54
536954.8,6580874.42
538156.07,6582731.77
538170,6582709
538167,6582708
538235.03,6582628.01
538247.43,6582606.11
537262.21,6583841.45
537283.41,6583854.27
537311.04,6583861.4
537505.63,6583672.04
537363.5,6583667.34
537444,6583697
537453.28,6583668.66
537475.11,6583723.41
537322.09,6583704.17
537364.21,6583707.66
537292.97,6583713.53
537274.53,6583691.35
537323.67,6583746.69
537341.69,6583729.32
537307.14,6583760.97
537306.47,6583798.53
537353.41,6583794.77
537237.22,6583776.97
537205.18,6583745.59
537135.96,6583647.61
537117.62,6583704.74
537245.12,6583823.64
537198.81,6583856.08
535927.34,6580021.11
535995.51,6579996.05
535988.01,6580038.32
536021.01,6580021.45
536112.81,6579988.72
536148.38,6579984.31
539515.12,6583656.3
539515.12,6583656.3
539551.17,6583717.94
539517.11,6583730.85
539519.6,6583757.94
539567.22,6583749.84
537644.88,6582077.26
537648.34,6582052.49
537583.02,6582069.09
537560.87,6582082.94
537625.11,6582018.79
537607.5,6582006
537534.54,6582022
537588.04,6582023.73
537499.08,6582009.62
537504.02,6581988.44
537559.91,6581996.01
537454.31,6581985.12
536842.13,6582232.83
536872.16,6582261.85
536816.46,6582272.13
536703.59,6582429.84
536748.55,6582447.04
536618.99,6582553.14
535166.23,6580317.63
535120.75,6580415.56
535021.28,6580363.99
534917,6580432
537828.13,6582604.62
535417.26,6583596.22
535414.92,6583637.92
535426.25,6583657.9
535400.83,6583692.66
535453.95,6583693.4
537384.64,6582647.85
537360.09,6582666.4
537268.51,6582627.05
537265.35,6582582.7
537229.56,6582554.89
537231.32,6582576.97
536877.28,6582381.22
536841.66,6582360.05
537147.53,6582522.78
536757,6582308
536744.66,6582280.63
536739.78,6582302.12
537113.28,6582469.28
537070,6582477.17
536671.57,6582262.9
537052.69,6582464.31
536614.66,6582189.22
536582.8,6582181.4
536562.34,6582199.12
536956,6582387.68
536556,6582170
536539.25,6582184.94
536932.45,6582369.19
536481.22,6582096.12
536467.38,6582085.48
536441.15,6582068.99
536356.55,6581997
536756.97,6582250.36
536756.09,6582213.02
536295.38,6581931.17
536710.46,6582211.85
536673.93,6582194.26
536542.07,6582090.09
536406.56,6581724.33
536509.91,6582069.49
536424.6,6581678.81
536479.46,6581620.47
536509.86,6581589.14
536391.39,6581965.2
536347.85,6581910.52
536400.9,6581835.21
536471.91,6581665.09
536526.79,6581660.29
538014.58,6581735.49
537955.18,6581744.7
537964.79,6581730.77
538035.81,6581677.74
537979.58,6581680.99
537979.58,6581680.99
538054.77,6581663.02
538073.53,6581640.07
538008.89,6581648.06
538077.87,6581611.31
538094.11,6581589.55
538120.1,6581615.56
538107.63,6581574.48
538041.07,6581607.76
538166.36,6581493.53
538080.41,6581552.18
538132.26,6581483.74
536866.35,6582195.69
536787.5,6582202.44
536786.07,6582134.92
536738.22,6582143.25
536700.05,6582071.27
536668.96,6582050.87
536590.48,6582027.71
536574.58,6582059.57
536612.04,6582002.88
536522.05,6581978.26
536522.05,6581978.26
536573.98,6581978.61
536510.01,6581932
536478.64,6581899.38
536381.13,6581915.1
536383,6581897.22
540752.25,6583436.24
540826.76,6583362.8
540846.64,6583359.8
540859.37,6583348.84
540867.82,6583325.74
540901.64,6583350.55
540904.99,6583332.96
540943.59,6583403.42
540953.07,6583318.86
540939.99,6583371.13
540957.75,6583375.18
540979.56,6583369.99
541003.54,6583388.33
534964.29,6579873.73
534974.99,6579836.92
534986.29,6579888.96
535002.89,6579851.73
535036.27,6579870.57
535095.1,6579917.36
535097.78,6579989.34
535131.76,6579967.5
535149.71,6580086.94
535211.1,6580071.8
535221.04,6580097.74
538719.98,6582072.68
538756.77,6582058.82
538713.35,6582061.27
538749.16,6582007.09
538747.29,6581975.25
538716.21,6581995.9
538704.58,6581975.58
538699.7,6581939.15
538592.69,6581915.39
538612.09,6581884.01
538574.58,6581873.93
538574.59,6581845.18
538566.14,6581963.43
538548.23,6581989.3
538547.17,6581906.14
538539.51,6581970.77
538564.49,6581932.5
538511.79,6581999.38
538543.62,6581932.59
538505.23,6581924.95
535988.11,6581335.84
535991.87,6581359.95
535966.3,6581374.28
536078.69,6581310.59
536088.39,6581328.56
536041.4,6581338.46
536028.25,6581429.82
536074.03,6581390.61
536071.47,6581489.94
536049.23,6581553.47
536094.01,6581527.31
536051.79,6581593.04
536102.72,6581559.09
536049.78,6581618.6
536088.24,6581599.46
536057.52,6581652.52
536111.16,6581633.4
536117.78,6581666.66
536061.85,6581738.61
536094.81,6581697.23
536093.85,6581736.45
537718.89,6583099.21
537847.17,6583172.95
537846.12,6583193.51
537695.15,6583092.06
537673.69,6583084.83
537698.4,6583135.72
537692.69,6583153.72
537606.48,6583039.49
537660.92,6583113.49
537572.46,6583042.61
537556.72,6583026.76
537525.9,6583079.16
537522.02,6583040.41
537498.84,6583070.08
537494.42,6583033.22
537477.59,6583062.9
537470.97,6583026.84
537459.42,6583057.31
537436.18,6581098.21
537421.4,6581119.86
537394.84,6581127.27
537400.84,6581098.88
536906.49,6581511.11
536920.84,6581499
536970.91,6581476.25
536953.86,6581485.61
536982.07,6581457.52
537045.16,6581425
537075.24,6581412.82
537041.83,6581370.27
537092.73,6581366.49
536914.88,6581547.77
537114.2,6581361.08
537192.63,6581340.21
536991.41,6581499.84
537215.72,6581300.3
537205.97,6581275.31
537033.32,6581488.59
537230.43,6581273.35
537226.33,6581253.04
537055.38,6581473.14
537094.94,6581466.09
537269.22,6581194.38
537130.9,6581429.54
537285.34,6581150.61
537156.95,6581413.23
537307.07,6581121.68
537296.09,6581094.85
537317.52,6581053.37
537306.6,6581070.5
537326.73,6581034.2
537238.88,6581322.86
537281.62,6581327.46
537275.08,6581352.01
537360.23,6581011.48
537315.18,6581293.68
537268.16,6581259.85
537370.49,6580915.19
537364.27,6580866.72
537349.44,6580837.64
537314.24,6581169.35
537371.42,6580780.91
537349.07,6581105.06
537359.62,6581083.63
537390.87,6581030.31
537418.91,6581051.69
537404.36,6581008.48
537402.34,6580927.41
537403.59,6580901.57
537475.33,6580837.68
537430.18,6580782.59
537464.83,6580871.61
537464.43,6580879.86
537457.33,6580885.9
537491.53,6580895.8
537499.36,6580894.73
537520.09,6580912.63
536448.83,6581343.52
536448.83,6581343.52
539867.54,6583507.39
539928.03,6583482.64
539839.11,6583407.91
539815,6583426
539813,6583430
539852.51,6583385.67
539798.04,6583419.12
539724.18,6583363.81
539594.85,6583304.13
539704.41,6583351.58
539704.41,6583351.58
539573.16,6583270.96
539560.88,6583258
539701.48,6583331.03
539650.67,6583309.87
539456.17,6583080.44
539439.82,6583082.27
539447.34,6583060.8
539573.32,6583213.2
539561.27,6583194.4
539499.81,6583089.85
541282.63,6583215.27
541108.15,6583231.32
541416.58,6584008.22
541448.1,6584023.33
541282.3,6583262.07
537040.15,6582341.86
537030.62,6582367.26
537000.5,6582368.25
537041.82,6582425.22
537006.39,6582398.11
536988.93,6582492.84
537055.31,6583959.56
537045.05,6583911.46
537035.03,6584054.17
537021.23,6583899.54
536989.66,6583894.17
536972.65,6583875
540094.22,6582929.84
540162.98,6582925.13
540094.64,6582902.63
540188.28,6582901.07
540204.56,6582838.99
540098.68,6582841.51
540106.71,6582814.21
540258.73,6582841.05
540138,6582812.52
540235.48,6582794.88
540096.86,6582762.42
540139.58,6582763.01
540142.51,6582738.88
540144.9,6582720.67
540105.2,6582525.13
540068.96,6582512.37
539971.87,6582443.06
540121.38,6582478.3
539919.79,6582401.22
539811.16,6582347.68
539817.33,6582296.72
539770.67,6582351.99
539782.13,6582328.78
539789.67,6582282.93
539728.86,6582301.85
539753.12,6582263.7
539700.74,6582284
539717.58,6582246.59
539624.76,6582249.97
539699.94,6582235.1
539600.73,6582240.8
539622.2,6582211.43
539559.63,6582228.75
539591.92,6582191.96
539512.5,6582203.64
539509.06,6582232.04
539591.95,6582161.04
539446.82,6582194.29
539466.68,6582196.61
539571.96,6582136.92
539559.81,6582187.94
539528.82,6582168.99
539356.24,6582145.23
539527.39,6582116.53
